"tech","announced","status","dim_length","dim_breadth","dim_thickness","weight","sim","display_tech","display_size","display_res","aspect_ratio","ip_certification","os","chipset","cpu","gpu","card_slot","ram","bt_v","gps","radio","nfc","wlan","battery_mah","audio_jack","price","camera","video","selfie","oem","device"
"GSM / HSPA","2013, September","Available. Released 2013, October","139","71.9","9.1","143","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","5.1","1080 x 1800","5:3","NA","Android 4.2 (Jelly Bean)","Exynos 5410 Octa","Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7)","PowerVR SGX544MP3","No","2","4","Yes","No","Yes","Wi-Fi","2400","Yes","370","8 MP (f/2.0, 1.4 Âµm), autofocus, LED flash, check quality","1080p@30fps, check quality","2 MP, 1080p@30fps","Meizu","MX3"
"GSM / HSPA","2012, November","Available. Released 2012, December","124.9","64.9","10.2","142","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.4","800 x 1280","16:10","NA","Android 4.1.1 (Jelly Bean)","Exynos 4412 Quad","Quad-core 1.6 GHz Cortex-A9","Mali-400MP4","No","2","4","Yes","No","NA","Wi-Fi","1800","Yes","310","8 MP, f/2.4, autofocus, LED flash","1080p@30fps","1.2 MP, 720p@30fps","Meizu","MX2"
"GSM / HSPA","2012, April","Available. Released 2012, August","121.3","63.3","10.3","139","Micro-SIM","ASV capacitive touchscreen, 16M colors","4","640 x 960","3:2","NA","Android 4.0 (Ice Cream Sandwich)","Exynos","Quad-core 1.4 GHz Cortex-A9","Mali-400","No","1","2.1","Yes","No","NA","Wi-Fi","1700","Yes","310","8 MP, f/2.2, autofocus, LED flash, check quality","1080p@30fps, check quality","VGA","Meizu","MX 4-core"
"GSM / HSPA","2011, December","Available. Released 2012, March","121.3","63.3","10.3","139","Micro-SIM","ASV capacitive touchscreen, 16M colors","4","640 x 960","3:2","NA","Android 2.3.5 (Gingerbread), upgradeable to 4.0 (Ice Cream Sandwich)","Exynos","Dual-core 1.4 GHz Cortex-A9","Mali-400","No","1","2.1","Yes","No","NA","Wi-Fi","1600","Yes","270","8 MP, f/2.2, autofocus, LED flash, check quality","1080p@30fps, check quality","VGA","Meizu","MX"
"GSM / HSPA / LTE","2017, December","Available. Released 2017, December","152.3","72.8","8.3","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7","720 x 1440","18:9","NA","Android 8.0 (Oreo)","Qualcomm MSM8937 Snapdragon 430","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","4","4.2","Yes","FM radio","NA","Wi-Fi","3000","Yes","14000","16 MP, f/2.0, autofocus, LED flash","1080p@30fps","Dual 20 MP (f/2.0) + 8 MP (f/2.2)","Micromax","Canvas Infinity Pro"
"GSM / HSPA / LTE","2017, October","Available. Released 2017, November","125","63.4","10.8","120","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 6.0 (Marshmallow)","Spreadtrum SC9832","Quad-core 1.3 GHz","NA","microSD","0.5","4","Yes","FM radio","NA","Wi-Fi","1300","Yes","2900","2 MP, LED flash","720p@30fps","VGA","Micromax","Bharat 2 Ultra"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, July","143.5","70","8.9","141","Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","4","4.1","Yes","FM radio","NA","Wi-Fi","2730","Yes","19000","Dual: 13 MP (f/2.0, 1/3""), autofocus, LED flash","1080p@30fps","13 MP (1/3"")","Micromax","Dual 4 E4816"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Qualcomm MSM8940 Snapdragon 435","Octa-core 1.4 GHz Cortex-A53","Adreno 505","microSD","3","4.2","Yes","FM radio","NA","Wi-Fi","3000","Yes","12000","13 MP, f/2.0, autofocus, LED flash","1080p@30fps","16 MP, f/2.0, LED flash","Micromax","Canvas Selfie 3 Q460"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","144.5","73","9","150","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.3 GHz","NA","microSD","3","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","5000","5 MP, LED flash","720p@30fps","5 MP, LED flash","Micromax","Bharat 4 Q440"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737M","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","4500","5 MP, LED flash","720p@30fps","2 MP, LED flash","Micromax","Bharat 3 Q437"
"GSM / HSPA / LTE","2017, Q4","Available. Released 2017, Q4","125","63.4","10.8","120","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 7.0 (Nougat)","NA","NA","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1600","Yes","50","5 MP, LED flash","720p@30fps","2 MP","Micromax","Bharat 2+"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.3 GHz Cortex-A53","Mali-T720","microSD","3","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","NA","13 MP (f/2.0, 1/3""), autofocus, LED flash","1080p","8 MP (f/2.0, 1/4""), LED flash","Micromax","Selfie 2 Note Q4601"
"GSM / HSPA / LTE","2017, August","Available. Released 2017, September","152","73","9","160","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7","720 x 1440","18:9","NA","Android 7.1.2 (Nougat), planned upgrade to Android 8.0 (Oreo)","Qualcomm MSM8917 Snapdragon 425","Quad-core 1.4 GHz Cortex-A53","Adreno 308","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","2980","Yes","10000","13 MP (f/2.0, 1/3"", 1.12 Âµm), autofocus, LED flash","1080p@30fps","16 MP, f/2.0, autofocus, LED flash, 1080p","Micromax","Canvas Infinity"
"GSM / HSPA / LTE","2017, August","Available. Released 2017, August","154","76.4","7.8","NA","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6750T","Octa-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","3","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","10000","Dual: 13 MP, autofocus + 5 MP (no AF), dual-LED dual-tone flash","1080p@30fps","5 MP","Micromax","Evok Dual Note E4815"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, August","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.3 GHz Cortex-A53","Mali-T720","microSD","3","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","10000","13 MP (f/2.0, 1/3""), autofocus, LED flash","1080p","8 MP (f/2.0, 1/4""), LED flash","Micromax","Selfie 2 Q4311"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, August","143","71","8.3","150","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.3 GHz Cortex-A53","Mali-T720","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","7000","8 MP (f/2.2, 1.4 Âµm), autofocus, dual-LED dual-tone flash","1080p","5 MP, LED flash","Micromax","Canvas 1"
"GSM / HSPA / LTE","2017, July","Available. Released 2017, July","144.2","70.8","8.5","160","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.3 GHz Cortex-A53","Mali-T720","microSD","3","4","Yes","FM radio","NA","Wi-Fi","3050","Yes","12000","13 MP, f/2.0, autofocus, LED flash","1080p@28fps","5 MP, f/2.0","Micromax","Canvas 2 Q4310"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, April","144.3","72.4","9.7","NA","Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6737","Quad-core 1.3 GHz Cortex-A53","Mali-T720","microSD","2","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","100","8 MP, autofocus, LED flash","1080p@30fps","5 MP","Micromax","Canvas Evok Power Q4260"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, April","153","75","8.5","162","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6753","Octa-core 1.3 GHz Cortex-A53","Mali-T720MP3","microSD","3","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","140","13 MP, autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP","Micromax","Canvas Evok Note E453"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, April","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 6.0 (Marshmallow)","Spreadtrum SC9832","Quad-core 1.1 GHz","NA","microSD","0.5","4","Yes","FM radio","NA","Wi-Fi","1300","Yes","50","2 MP, LED flash","Yes","VGA","Micromax","Bharat 2 Q402"
"GSM / HSPA / LTE","2017, March","Available. Released 2017, April","NA","NA","NA","NA","Dual SIM","AMOLED capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8976 Snapdragon 652","Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)","Adreno 510","NA","4","4","Yes","To be confirmed","NA","Yes","3200","Yes","360","Dual: 13 MP, phase detection autofocus, dual-LED dual-tone flash","2160p@30fps","13 MP","Micromax","Dual 5"
"GSM / HSPA / LTE","2017, March","Available. Released 2017, March","133.8","67.5","10","140","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 6.0 (Marshmallow)","Spreadtrum SC9832A","Quad-core 1.1 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1800","Yes","60","5 MP, LED flash","720p@30fps","2 MP","Micromax","Spark Vdeo Q415"
"GSM / HSPA / LTE","2017, February","Available. Released 2017, March","153.5","77.6","8.6","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Spreadtrum SC9832A","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","100","8 MP, autofocus, LED flash","1080p@30fps","5 MP","Micromax","Vdeo 5"
"GSM / HSPA / LTE","2017, January","Available. Released 2017, February","NA","NA","NA","NA","Dual SIM (Micro-SIM)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Qualcomm MSM8909 Snapdragon 210","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSD","1","4","Yes","FM radio","NA","Wi-Fi","4000","Yes","90","8 MP, LED flash","720p@30fps","2 MP","Micromax","Vdeo 4"
"GSM / HSPA / LTE","2017, January","Available. Released 2017, February","132","66","9.7","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 6.0 (Marshmallow)","Spreadtrum SC9832A","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1800","Yes","80","5 MP, LED flash","720p@30fps","2 MP","Micromax","Vdeo 3"
"GSM / HSPA / LTE","2016, December","Available. Released 2016, December","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 6.0 (Marshmallow)","Spreadtrum","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1800","Yes","70","5 MP, LED flash","Yes","2 MP","Micromax","Vdeo 2"
"GSM / HSPA / LTE","2016, December","Available. Released 2016, December","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","4","480 x 800","5:3","NA","Android 6.0 (Marshmallow)","Spreadtrum","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","1600","Yes","60","5 MP, autofocus, LED flash","Yes","2 MP","Micromax","Vdeo 1"
"GSM / HSPA / LTE","2016, November","Available. Released 2016, November","144","72.7","10.6","165","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 6.0 (Marshmallow)","Spreadtrum","Quad-core 1.3 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","70","5 MP, autofocus, LED flash","Yes","2 MP","Micromax","Canvas Spark 4G Q4201"
"GSM / HSPA / LTE","2016, October","Available. Released 2016, November","145","73","8.3","155","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","NA","Quad-core 1.0 GHz Cortex-A53","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","3050","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","2 MP","Micromax","Canvas Fire 6 Q428"
"GSM / HSPA / LTE","2016, September","Available. Released 2016, October","144","73.5","8.9","151","Dual SIM","Capacitive touchscreen, 256K colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735P","Quad-core 1.3 GHz Cortex-A53","Mali-T720MP2","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","5 MP","Micromax","Canvas 5 Lite Q462"
"GSM / HSPA","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Spreadtrum SC7731G","Quad-core 1.3 GHz Cortex-A7","NA","microSD","1","NA","Yes","FM radio","NA","Yes","2000","Yes","NA","5 MP","720p","VGA","Micromax","Bolt Q381"
"GSM / HSPA / LTE","2016, August","Available. Released 2016, August","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6","540 x 960","16:9","NA","Android 5.1 (Lollipop)","Spreadtrum SC9832","Quad-core 1.3 GHz","NA","microSD","1","NA","Yes","FM radio","NA","Yes","3000","Yes","100","8 MP, autofocus, LED flash","720p@30fps","5 MP","Micromax","Canvas Mega 2 Q426"
"GSM / HSPA","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","480 x 854","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6580M","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2000","Yes","50","5 MP, LED flash","720p@30fps","2 MP","Micromax","Canvas Spark 2 Plus Q350"
"GSM / HSPA","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Spreadtrum SC7731","Quad-core 1.3 GHz Cortex-A7","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","70","8 MP, autofocus, LED flash","1080p","5 MP","Micromax","Canvas Spark 3 Q385"
"GSM / HSPA / LTE","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.0.2 (Lollipop)","Qualcomm MSM8929 Snapdragon 415","Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","100","13 MP, autofocus, dual-LED flash","1080p@30fps","5 MP","Micromax","Canvas Amaze 2 E457"
"GSM / HSPA / LTE","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735P","Quad-core 1.0 GHz","NA","microSD","3","NA","Yes","FM radio","NA","Yes","2000","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","2 MP","Micromax","Canvas xp 4G Q413"
"GSM / HSPA","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4","480 x 800","5:3","NA","Android 5.1 (Lollipop)","Spreadtrum SC7731C","Quad-core 1.2 GHz","NA","microSD","0.5","2.1","A-GPS only","FM radio","NA","Wi-Fi","1400","Yes","NA","2 MP, LED flash","320p","VGA","Micromax","Bolt Supreme 2 Q301"
"GSM / HSPA","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","TFT touchscreen, 256K colors","3.5","320 x 480","3:2","NA","Android 5.1 (Lollipop)","Spreadtrum SC7731C","Quad-core 1.2 GHz","NA","microSD","0.5","2.1","No","FM radio","NA","Yes","1200","Yes","NA","2 MP, LED flash","320p","VGA","Micromax","Bolt Supreme Q300"
"GSM / HSPA / LTE","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Qualcomm MSM8929 Snapdragon 415","Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSD","3","4","Yes","FM radio","NA","Wi-Fi","3000","Yes","NA","13 MP, autofocus, dual-LED flash","1080p","5 MP, 1080p","Micromax","Canvas Evok E483"
"GSM / HSPA / LTE","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5","480 x 854","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6735","Quad-core 1.0 GHz","NA","microSD","1","NA","Yes","FM radio","NA","Yes","1750","Yes","NA","5 MP, autofocus, LED flash","1080p","5 MP","Micromax","Bolt Selfie Q424"
"GSM / HSPA","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6580","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Yes","2000","Yes","NA","8 MP, autofocus, LED flash","720p","5 MP","Micromax","Bolt supreme 4 Q352"
"GSM / HSPA","2016, May","Available. Released 2016, May","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6580","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","NA","Yes","FM radio","NA","Wi-Fi","2500","Yes","NA","8 MP, autofocus, LED flash","1080p","8 MP, LED flash","Micromax","Canvas Selfie 4"
"GSM / HSPA / LTE","2016, July","Available. Released 2016, July","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6735P","Quad-core 1 GHz","NA","microSD","2","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","5 MP, LED flash","Micromax","Unite 4 plus"
"GSM / HSPA / LTE","2016, June","Available. Released 2016, June","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6735P","Quad-core 1.4 GHz","NA","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","5 MP, LED flash","Micromax","Canvas Unite 4"
"GSM / HSPA / LTE","2016, June","Available. Released 2016, June","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 5.1 (Lollipop)","Spreadtrum SC9832","Quad-core 1.3 GHz Cortex-A7","NA","microSD","2","4","Yes","FM radio","NA","Wi-Fi","3900","Yes","NA","8 MP, autofocus, LED flash","720p@30fps","5 MP","Micromax","Canvas Unite 4 Pro"
"GSM / HSPA","2016, June","Available. Released 2016, June","NA","NA","NA","NA","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","720 x 1280","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6580","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSD","1","4","Yes","FM radio","NA","Wi-Fi","2500","Yes","80","8 MP, autofocus, LED flash","1080p","5 MP","Micromax","Canvas Fire 5 Q386"
"GSM / HSPA / LTE","2016, April","Available. Released 2016, April","NA","NA","NA","NA","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6795 Helio X10","Octa-core 2.0 GHz Cortex-A53","PowerVR G6200","microSD","4","4.1","Yes","FM radio","NA","Wi-Fi","3000","Yes","180","13 MP, phase detection autofocus, LED flash","1080p","5 MP","Micromax","Canvas 6 Pro E484"
"GSM / HSPA / LTE","2016, April","Available. Released 2016, May","NA","NA","NA","NA","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 5.1 (Lollipop)","Mediatek MT6795 Helio X10","Octa-core 2.0 GHz Cortex-A53","PowerVR G6200","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","3000","Yes","NA","13 MP, f/2.0, phase detection autofocus, LED flash","1080p","8 MP","Micromax","Canvas 6"
